"","...1","...2","Trial_Nr","Trial_Id","Task_Name","sub","x","y","time","conf","el_x","el_y","el_pupil","el_time","time_start","time_diff","Freq","web_wordID","web_char","web_char_num","web_target_word","web_word_num","el_wordID","el_char","el_char_num","el_target_word","el_word_num","freq","zipf","ground_truth"
"9636",39630,39630,13,132,"Single_line_sentences",14,488.063735961914,981.430814266205,1745424447743.1,1,191.7,518.7,701,10399574,1118.09985351563,15.199951171875,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9637",39631,39631,13,132,"Single_line_sentences",14,492.255821228028,976.708377599717,1745424447758.8,1,191.4,519.2,699,10399590,1133.80004882813,15.7001953125,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9638",39632,39632,13,132,"Single_line_sentences",14,520.756072998048,974.207035303116,1745424447774.7,1,190.7,519.6,700,10399606,1149.69995117188,15.89990234375,NA,"Michael","e",6,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9639",39633,39633,13,132,"Single_line_sentences",14,479.30248260498,969.328976869584,1745424447790.7,1,190.4,520.3,698,10399622,1165.69995117188,16,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9640",39634,39634,13,132,"Single_line_sentences",14,493.9306640625,966.899828910828,1745424447823,1,189.8,521.9,697,10399654,1198,32.300048828125,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9641",39635,39635,13,132,"Single_line_sentences",14,491.040458679199,965.245442390441,1745424447838.9,1,188.6,522.7,698,10399670,1213.89990234375,15.89990234375,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9642",39636,39636,13,132,"Single_line_sentences",14,503.3349609375,975.610560178757,1745424447854.7,1,188.4,522.4,696,10399686,1229.69995117188,15.800048828125,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9643",39637,39637,13,132,"Single_line_sentences",14,500.720672607422,964.661192893982,1745424447870.7,1,187.8,523.5,695,10399702,1245.69995117188,16,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9644",39638,39638,13,132,"Single_line_sentences",14,508.166656494142,973.497419357299,1745424447902.7,1,185.9,525.6,694,10399734,1277.69995117188,32,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9645",39639,39639,13,132,"Single_line_sentences",14,499.214172363281,964.360699653626,1745424447918.9,1,185.1,531.1,695,10399750,1293.89990234375,16.199951171875,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"fixation"
"9646",39640,39640,13,132,"Single_line_sentences",14,503.957977294922,967.590873241426,1745424447953.9,1,182.9,538.6,691,10399785,1328.89990234375,35,NA,"Michael","a",5,NA,1,"Michael","M",1,NA,1,28584,5.15,"saccade"
"9647",39641,39641,13,132,"Single_line_sentences",14,491.146545410155,965.89898943901,1745424447966.9,1,248.3,526.5,694,10399798,1341.89990234375,13,NA,"Michael","a",5,NA,1,"Michael","i",2,NA,1,28584,5.15,"saccade"
"9648",39642,39642,13,132,"Single_line_sentences",14,504.174613952638,970.927616357803,1745424447982.8,1,492.5,525.1,689,10399814,1357.80004882813,15.900146484375,NA,"Michael","a",5,NA,1,"Michael","a",5,NA,1,28584,5.15,"saccade"
"9649",39643,39643,13,132,"Single_line_sentences",14,488.696594238281,981.573432683945,1745424447998.8,1,581.7,712.4,506,10399830,1373.80004882813,16,NA,"Michael","a",5,NA,1,"Michael","e",6,NA,1,28584,5.15,"saccade"
"9650",39644,39644,13,132,"Single_line_sentences",14,519.942169189452,990.528877973556,1745424448014.7,1,NA,NA,0,10399846,1389.69995117188,15.89990234375,NA,"Michael","e",6,NA,1,NA,NA,NA,NA,NA,28584,5.15,"blink"
"9651",39645,39645,13,132,"Single_line_sentences",14,570.997695922853,990.480051040649,1745424448030.7,0.924461626532342,NA,NA,0,10399862,1405.69995117188,16,NA,"Michael","e",6,NA,1,NA,NA,NA,NA,NA,28584,5.15,"blink"
"9652",39646,39646,13,132,"Single_line_sentences",14,533.250961303711,1230.9867811203,1745424448046.9,0.579530426056953,NA,NA,0,10399878,1421.89990234375,16.199951171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blink"
"9653",39647,39647,13,132,"Single_line_sentences",14,601.304168701171,1256.07616424561,1745424448062.8,0,NA,NA,0,10399894,1437.80004882813,15.900146484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blink"
"9654",39648,39648,13,132,"Single_line_sentences",14,595.300140380858,1246.54818534851,1745424448078.7,0,NA,NA,0,10399910,1453.69995117188,15.89990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blink"
"9655",39649,39649,13,132,"Single_line_sentences",14,536.936302185058,1091.60722732544,1745424448110.6,0,NA,NA,0,10399942,1485.59985351563,31.89990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blink"
"9656",39650,39650,13,132,"Single_line_sentences",14,611.411361694337,976.728075742721,1745424448126.8,0,NA,NA,0,10399958,1501.80004882813,16.2001953125,NA,"Michael","l",7,NA,1,NA,NA,NA,NA,NA,28584,5.15,"blink"
"9657",39651,39651,13,132,"Single_line_sentences",14,693.965492248536,993.510346412659,1745424448142.7,0,799.7,767.9,473,10399974,1517.69995117188,15.89990234375,NA,"drew",NA,0,NA,2,"drew","d",1,NA,2,3417,4.23,"saccade"
"9658",39652,39652,13,132,"Single_line_sentences",14,658.701553344727,974.211155176162,1745424448158.9,0,817,552.1,616,10399990,1533.89990234375,16.199951171875,NA,"Michael","l",7,NA,1,"drew","d",1,NA,2,28584,5.15,"saccade"
"9659",39653,39653,13,132,"Single_line_sentences",14,686.418914794922,962.378557920456,1745424448174.7,0,771.2,472.6,697,10400006,1549.69995117188,15.800048828125,NA,"drew",NA,0,NA,2,"drew","d",1,NA,2,3417,4.23,"saccade"
"9660",39654,39654,13,132,"Single_line_sentences",14,768.667030334472,1019.028840065,1745424448190.8,0,782.3,472.3,692,10400022,1565.80004882813,16.10009765625,NA,"drew","d",1,NA,2,"drew","d",1,NA,2,3417,4.23,"fixation"
"9661",39655,39655,13,132,"Single_line_sentences",14,728.619346618654,1013.78781437874,1745424448206.7,0.00031251408217478,783.4,474.2,689,10400038,1581.69995117188,15.89990234375,NA,"drew",NA,0,NA,2,"drew","d",1,NA,2,3417,4.23,"fixation"
"9662",39656,39656,13,132,"Single_line_sentences",14,755.226516723634,989.264656305312,1745424448238.8,0,785.8,475.9,691,10400070,1613.80004882813,32.10009765625,NA,"drew","d",1,NA,2,"drew","d",1,NA,2,3417,4.23,"fixation"
"9663",39657,39657,13,132,"Single_line_sentences",14,781.51496887207,972.016164064406,1745424448270.7,0.241101539944252,787.7,479.3,699,10400102,1645.69995117188,31.89990234375,NA,"drew","d",1,NA,2,"drew","d",1,NA,2,3417,4.23,"fixation"
"9664",39658,39658,13,132,"Single_line_sentences",14,839.22254562378,949.326832294464,1745424448286.8,0.219237809698963,790,479.6,701,10400118,1661.80004882813,16.10009765625,NA,"drew","r",2,NA,2,"drew","d",1,NA,2,3417,4.23,"fixation"
"9665",39659,39659,13,132,"Single_line_sentences",14,841.192531585694,932.19620704651,1745424448303.9,0.75447883171394,791,479.7,706,10400135,1678.89990234375,17.099853515625,NA,"drew","r",2,NA,2,"drew","d",1,NA,2,3417,4.23,"fixation"
"9666",39660,39660,13,132,"Single_line_sentences",14,839.253959655761,943.761978149414,1745424448334.7,0.81933825057897,794,480.1,707,10400166,1709.69995117188,30.800048828125,NA,"drew","r",2,NA,2,"drew","d",1,NA,2,3417,4.23,"fixation"
"9667",39661,39661,13,132,"Single_line_sentences",14,842.28515625,951.121616363525,1745424448350.8,0.900786157223234,793.7,481.6,709,10400182,1725.80004882813,16.10009765625,NA,"drew","r",2,NA,2,"drew","d",1,NA,2,3417,4.23,"fixation"
"9668",39662,39662,13,132,"Single_line_sentences",14,847.748107910155,926.058561801909,1745424448366.7,1,792.4,487,708,10400198,1741.69995117188,15.89990234375,NA,"drew","r",2,NA,2,"drew","d",1,NA,2,3417,4.23,"fixation"
"9669",39663,39663,13,132,"Single_line_sentences",14,903.81980895996,921.174323558808,1745424448382.8,1,965.6,530.5,742,10400214,1757.80004882813,16.10009765625,NA,"drew","r",2,NA,2,"drew","e",3,NA,2,3417,4.23,"saccade"
"9670",39664,39664,13,132,"Single_line_sentences",14,927.350120544434,895.217642784118,1745424448399.4,1,1184.9,511.9,704,10400230,1774.39990234375,16.599853515625,NA,"drew","e",3,NA,2,"his","h",1,NA,3,3417,4.23,"saccade"
"9671",39665,39665,13,132,"Single_line_sentences",14,924.523830413817,894.194562435151,1745424448415.2,1,1225,518.1,699,10400246,1790.19995117188,15.800048828125,NA,"drew","e",3,NA,2,"his","h",1,NA,3,3417,4.23,"pso"
"9672",39666,39666,13,132,"Single_line_sentences",14,1012.12623596191,859.119508266449,1745424448431.1,1,1233.2,525.8,707,10400262,1806.09985351563,15.89990234375,NA,"drew","w",4,NA,2,"his","i",2,NA,3,3417,4.23,"fixation"
"9673",39667,39667,13,132,"Single_line_sentences",14,1231.20975494385,850.448269844054,1745424448447,1,1227.1,529.5,706,10400278,1822,15.900146484375,NA,"his","i",2,NA,3,"his","i",2,NA,3,502568,6.4,"fixation"
"9674",39668,39668,13,132,"Single_line_sentences",14,1198.75350952148,888.270184993745,1745424448462.9,1,1226.3,530.2,702,10400294,1837.89990234375,15.89990234375,NA,"his","h",1,NA,3,"his","i",2,NA,3,502568,6.4,"fixation"
"9675",39669,39669,13,132,"Single_line_sentences",14,1235.00106811524,864.166224002839,1745424448478.7,1,1225.5,531.6,706,10400310,1853.69995117188,15.800048828125,NA,"his","i",2,NA,3,NA,NA,NA,NA,NA,502568,6.4,"fixation"
"9676",39670,39670,13,132,"Single_line_sentences",14,1230.84222793579,875.353996753692,1745424448511.1,1,1225,529.8,706,10400342,1886.09985351563,32.39990234375,NA,"his","i",2,NA,3,"his","h",1,NA,3,502568,6.4,"fixation"
"9677",39671,39671,13,132,"Single_line_sentences",14,1227.15854644776,860.707654953002,1745424448526.8,1,1224.2,528.5,706,10400358,1901.80004882813,15.7001953125,NA,"his","i",2,NA,3,"his","h",1,NA,3,502568,6.4,"fixation"
"9678",39672,39672,13,132,"Single_line_sentences",14,1216.79071426392,868.129734992981,1745424448542.7,1,1224.5,527.6,702,10400374,1917.69995117188,15.89990234375,NA,"his","h",1,NA,3,"his","h",1,NA,3,502568,6.4,"fixation"
"9679",39673,39673,13,132,"Single_line_sentences",14,1248.10621261597,855.855667591094,1745424448558.8,1,1223.9,525.7,696,10400390,1933.80004882813,16.10009765625,NA,"his","i",2,NA,3,"his","h",1,NA,3,502568,6.4,"fixation"
"9680",39674,39674,13,132,"Single_line_sentences",14,1248.66868972778,859.53973531723,1745424448574.9,1,1224.3,522.1,694,10400406,1949.89990234375,16.099853515625,NA,"his","i",2,NA,3,"his","h",1,NA,3,502568,6.4,"fixation"
"9681",39675,39675,13,132,"Single_line_sentences",14,1265.26514053345,822.934985160828,1745424448606.8,1,1225.7,518.1,684,10400438,1981.80004882813,31.900146484375,NA,"his","i",2,NA,3,NA,NA,NA,NA,NA,502568,6.4,"fixation"
"9682",39676,39676,13,132,"Single_line_sentences",14,1277.03458786011,829.744877815246,1745424448622.8,1,1225.8,520.3,679,10400454,1997.80004882813,16,NA,"his","i",2,NA,3,NA,NA,NA,NA,NA,502568,6.4,"fixation"
"9683",39677,39677,13,132,"Single_line_sentences",14,1252.24061965942,826.393940448761,1745424448654.8,1,1032.9,514.3,705,10400486,2029.80004882813,32,NA,"his","i",2,NA,3,"drew","w",4,NA,2,502568,6.4,"saccade"
"9684",39678,39678,13,132,"Single_line_sentences",14,1235.33912658691,864.233365058899,1745424448671.5,1,688.9,503.9,697,10400503,2046.5,16.699951171875,NA,"his","i",2,NA,3,"drew",NA,0,NA,2,502568,6.4,"saccade"
"9685",39679,39679,13,132,"Single_line_sentences",14,1089.94863510132,877.168865203858,1745424448702.7,1,617.3,512.7,691,10400534,2077.69995117188,31.199951171875,NA,"his",NA,0,NA,3,"Michael","l",7,NA,1,502568,6.4,"fixation"
"9686",39680,39680,13,132,"Single_line_sentences",14,780.113525390626,1000.04691123962,1745424448718.9,1,616.1,511.1,690,10400550,2093.89990234375,16.199951171875,NA,"drew","d",1,NA,2,"Michael","l",7,NA,1,3417,4.23,"fixation"
"9687",39681,39681,13,132,"Single_line_sentences",14,736.11270904541,990.765513181687,1745424448734.6,1,615.7,510.6,690,10400566,2109.59985351563,15.699951171875,NA,"drew",NA,0,NA,2,"Michael","l",7,NA,1,3417,4.23,"fixation"
"9688",39682,39682,13,132,"Single_line_sentences",14,802.878570556642,925.285184383392,1745424448750.8,1,615.6,510.7,687,10400582,2125.80004882813,16.2001953125,NA,"drew","d",1,NA,2,"Michael","l",7,NA,1,3417,4.23,"fixation"
"9689",39683,39683,13,132,"Single_line_sentences",14,795.418853759765,919.169425964354,1745424448766.7,1,615.5,510.6,687,10400598,2141.69995117188,15.89990234375,NA,"drew","d",1,NA,2,"Michael","l",7,NA,1,3417,4.23,"fixation"
"9690",39684,39684,13,132,"Single_line_sentences",14,827.963790893554,907.950174808502,1745424448782.9,1,615.7,510.8,686,10400614,2157.89990234375,16.199951171875,NA,"drew","d",1,NA,2,"Michael","l",7,NA,1,3417,4.23,"fixation"
"9691",39685,39685,13,132,"Single_line_sentences",14,817.25658416748,898.564653396607,1745424448798.8,1,615.2,509.9,685,10400630,2173.80004882813,15.900146484375,NA,"drew","d",1,NA,2,"Michael","l",7,NA,1,3417,4.23,"fixation"
"9692",39686,39686,13,132,"Single_line_sentences",14,803.551025390626,911.279547214507,1745424448831.1,1,617.1,510.1,683,10400662,2206.09985351563,32.2998046875,NA,"drew","d",1,NA,2,"Michael","l",7,NA,1,3417,4.23,"saccade"
"9693",39687,39687,13,132,"Single_line_sentences",14,796.111221313476,906.404385566712,1745424448846.9,1,534.4,518.3,688,10400678,2221.89990234375,15.800048828125,NA,"drew","d",1,NA,2,"Michael","e",6,NA,1,3417,4.23,"saccade"
"9694",39688,39688,13,132,"Single_line_sentences",14,792.79151916504,906.824162006378,1745424448863,1,525,525,693,10400694,2238,16.10009765625,NA,"drew","d",1,NA,2,"Michael","e",6,NA,1,3417,4.23,"pso"
"9695",39689,39689,13,132,"Single_line_sentences",14,702.00668334961,938.110220432282,1745424448878.8,1,521.8,522.2,689,10400710,2253.80004882813,15.800048828125,NA,"drew",NA,0,NA,2,"Michael","e",6,NA,1,3417,4.23,"fixation"
"9696",39690,39690,13,132,"Single_line_sentences",14,718.727645874024,920.425858497619,1745424448910.7,1,521,523.7,687,10400742,2285.69995117188,31.89990234375,NA,"drew",NA,0,NA,2,"Michael","e",6,NA,1,3417,4.23,"fixation"
"9697",39691,39691,13,132,"Single_line_sentences",14,705.346755981446,922.149896621705,1745424448926.9,1,521.8,523.9,684,10400758,2301.89990234375,16.199951171875,NA,"drew",NA,0,NA,2,"Michael","e",6,NA,1,3417,4.23,"fixation"
"9698",39692,39692,13,132,"Single_line_sentences",14,735.34652709961,913.747286796569,1745424448942.8,1,522.1,523.8,686,10400774,2317.80004882813,15.900146484375,NA,"drew",NA,0,NA,2,"Michael","e",6,NA,1,3417,4.23,"fixation"
"9699",39693,39693,13,132,"Single_line_sentences",14,705.612487792968,922.246005535126,1745424448958.8,0.963975218984404,521.5,523.6,691,10400790,2333.80004882813,16,NA,"drew",NA,0,NA,2,"Michael","e",6,NA,1,3417,4.23,"fixation"
"9700",39694,39694,13,132,"Single_line_sentences",14,681.762084960938,937.859616279602,1745424448990.8,1,655.3,528.9,705,10400822,2365.80004882813,32,NA,"drew",NA,0,NA,2,"Michael","l",7,NA,1,3417,4.23,"saccade"
"9701",39695,39695,13,132,"Single_line_sentences",14,783.335494995118,904.109938144685,1745424449022.7,1,1035.4,530.3,701,10400854,2397.69995117188,31.89990234375,NA,"drew","d",1,NA,2,"drew","w",4,NA,2,3417,4.23,"pso"
"9702",39696,39696,13,132,"Single_line_sentences",14,1013.26778411865,837.761249542236,1745424449038.7,1,1032.1,530.6,705,10400870,2413.69995117188,16,NA,"drew","w",4,NA,2,"drew","w",4,NA,2,3417,4.23,"fixation"
"9703",39697,39697,13,132,"Single_line_sentences",14,1086.22106552124,866.94218158722,1745424449070.7,1,1029.1,528,698,10400902,2445.69995117188,32,NA,"his",NA,0,NA,3,"drew","w",4,NA,2,502568,6.4,"fixation"
"9704",39698,39698,13,132,"Single_line_sentences",14,1079.89952087402,869.626021385194,1745424449086.9,1,1030.3,526.5,698,10400918,2461.89990234375,16.199951171875,NA,"his",NA,0,NA,3,"drew","w",4,NA,2,502568,6.4,"fixation"
"9705",39699,39699,13,132,"Single_line_sentences",14,1069.08462524414,866.597914695739,1745424449102.8,1,1030.4,526.8,698,10400934,2477.80004882813,15.900146484375,NA,"his",NA,0,NA,3,"drew","w",4,NA,2,502568,6.4,"fixation"
"9706",39700,39700,13,132,"Single_line_sentences",14,1063.8854598999,874.46191549301,1745424449118.8,1,1029.1,528.7,700,10400950,2493.80004882813,16,NA,"drew","w",4,NA,2,"drew","w",4,NA,2,3417,4.23,"fixation"
"9707",39701,39701,13,132,"Single_line_sentences",14,1096.59456253052,876.159110069275,1745424449134.8,1,1029.6,528.3,702,10400966,2509.80004882813,16,NA,"his",NA,0,NA,3,"drew","w",4,NA,2,502568,6.4,"fixation"
"9708",39702,39702,13,132,"Single_line_sentences",14,1089.08992767334,856.895999908447,1745424449150.9,1,1028,527.6,706,10400982,2525.89990234375,16.099853515625,NA,"his",NA,0,NA,3,"drew","w",4,NA,2,502568,6.4,"fixation"
"9709",39703,39703,13,132,"Single_line_sentences",14,1109.73741531372,860.395317077638,1745424449166.9,1,1033.3,526.1,708,10400998,2541.89990234375,16,NA,"his",NA,0,NA,3,"drew","w",4,NA,2,502568,6.4,"saccade"
"9710",39704,39704,13,132,"Single_line_sentences",14,1053.85814666748,865.767889022827,1745424449199.1,1,1377.6,530.7,690,10401030,2574.09985351563,32.199951171875,NA,"drew","w",4,NA,2,"his","s",3,NA,3,3417,4.23,"pso"
"9711",39705,39705,13,132,"Single_line_sentences",14,1147.50394821167,862.127723693849,1745424449215,1,1376.9,532.9,704,10401046,2590,15.900146484375,NA,"his","h",1,NA,3,"his","s",3,NA,3,502568,6.4,"pso"
"9712",39706,39706,13,132,"Single_line_sentences",14,1301.65952682495,827.967088222505,1745424449230.8,1,1377.2,531.4,700,10401062,2605.80004882813,15.800048828125,NA,"his","i",2,NA,3,"his","s",3,NA,3,502568,6.4,"fixation"
"9713",39707,39707,13,132,"Single_line_sentences",14,1344.07948493958,866.62282705307,1745424449246.9,1,1371.8,534.1,698,10401078,2621.89990234375,16.099853515625,NA,"his","s",3,NA,3,"his","s",3,NA,3,502568,6.4,"fixation"
"9714",39708,39708,13,132,"Single_line_sentences",14,1305.92668533325,878.010478019714,1745424449262.7,1,1370.6,539.8,706,10401094,2637.69995117188,15.800048828125,NA,"his","s",3,NA,3,"his","s",3,NA,3,502568,6.4,"fixation"
"9715",39709,39709,13,132,"Single_line_sentences",14,1333.47653388977,872.316813468934,1745424449278.8,1,1370.2,539.8,714,10401110,2653.80004882813,16.10009765625,NA,"his","s",3,NA,3,"his","s",3,NA,3,502568,6.4,"fixation"
"9716",39710,39710,13,132,"Single_line_sentences",14,1388.56218338013,847.632980346679,1745424449294.8,1,1369.8,536.6,714,10401126,2669.80004882813,16,NA,"gun.",NA,0,NA,4,"his","s",3,NA,3,8002,4.6,"fixation"
"9717",39711,39711,13,132,"Single_line_sentences",14,1354.01149749756,843.493924140931,1745424449312.7,1,1369.2,534.2,707,10401144,2687.69995117188,17.89990234375,NA,"his","s",3,NA,3,"his","s",3,NA,3,502568,6.4,"fixation"
"9718",39712,39712,13,132,"Single_line_sentences",14,1369.34071540833,855.779900550842,1745424449342.8,1,1510.2,551.6,702,10401174,2717.80004882813,30.10009765625,NA,"his","s",3,NA,3,"gun.","g",1,NA,4,502568,6.4,"pso"
"9719",39713,39713,13,132,"Single_line_sentences",14,1348.66590499878,865.97195148468,1745424449358.8,1,1502.9,553.6,711,10401190,2733.80004882813,16,NA,"his","s",3,NA,3,"gun.","g",1,NA,4,502568,6.4,"fixation"
"9720",39714,39714,13,132,"Single_line_sentences",14,1510.86055755615,861.191997528077,1745424449390.8,1,1502.2,552.5,719,10401222,2765.80004882813,32,NA,"gun.","g",1,NA,4,"gun.","g",1,NA,4,8002,4.6,"fixation"
"9721",39715,39715,13,132,"Single_line_sentences",14,1521.91326141357,837.952566146851,1745424449406.8,1,1501.4,554.3,721,10401238,2781.80004882813,16,NA,"gun.","g",1,NA,4,"gun.","g",1,NA,4,8002,4.6,"fixation"
"9722",39716,39716,13,132,"Single_line_sentences",14,1507.09716796875,847.019376754762,1745424449422.7,1,1501.3,553.9,721,10401254,2797.69995117188,15.89990234375,NA,"gun.","g",1,NA,4,"gun.","g",1,NA,4,8002,4.6,"fixation"
"9723",39717,39717,13,132,"Single_line_sentences",14,1470.60138702393,859.094724655152,1745424449455,1,1501.3,554.1,727,10401286,2830,32.300048828125,NA,"gun.","g",1,NA,4,"gun.","g",1,NA,4,8002,4.6,"fixation"
"9724",39718,39718,13,132,"Single_line_sentences",14,1565.11659622192,828.553268909455,1745424449470.9,1,1320.9,542,771,10401302,2845.89990234375,15.89990234375,NA,"gun.","u",2,NA,4,"his","s",3,NA,3,8002,4.6,"saccade"
"9725",39719,39719,13,132,"Single_line_sentences",14,1417.69535064697,851.219136714936,1745424449486.8,1,1028.7,545,804,10401318,2861.80004882813,15.900146484375,NA,"gun.",NA,0,NA,4,"drew","w",4,NA,2,8002,4.6,"saccade"
"9726",39720,39720,13,132,"Single_line_sentences",14,1517.07824707031,828.949613571168,1745424449502.7,1,962.8,549.2,808,10401334,2877.69995117188,15.89990234375,NA,"gun.","g",1,NA,4,"drew","e",3,NA,2,8002,4.6,"pso"
"9727",39721,39721,13,132,"Single_line_sentences",14,1319.67618942261,852.746322154999,1745424449519,1,946.4,545,794,10401350,2894,16.300048828125,NA,"his","s",3,NA,3,"drew","e",3,NA,2,502568,6.4,"fixation"
"9728",39722,39722,13,132,"Single_line_sentences",14,1052.95583724976,941.463990211488,1745424449534.7,1,947.5,546.8,799,10401366,2909.69995117188,15.699951171875,NA,"drew","w",4,NA,2,"drew","e",3,NA,2,3417,4.23,"fixation"
"9729",39723,39723,13,132,"Single_line_sentences",14,1040.11837005615,905.500459671022,1745424449550.8,1,949.9,551.7,806,10401382,2925.80004882813,16.10009765625,NA,"drew","w",4,NA,2,"drew","e",3,NA,2,3417,4.23,"fixation"
"9730",39724,39724,13,132,"Single_line_sentences",14,1022.51106262207,868.66750717163,1745424449582.9,1,944.2,552.4,812,10401414,2957.89990234375,32.099853515625,NA,"drew","w",4,NA,2,"drew","e",3,NA,2,3417,4.23,"fixation"
"9731",39725,39725,14,118,"Single_line_sentences",14,792.715301513671,907.236664295196,1745424455471.1,1,564.6,500.7,1034,10407302,16.099853515625,NA,NA,"many","a",2,NA,3,"ate","e",3,NA,2,149674,5.87,"fixation"
"9732",39726,39726,14,118,"Single_line_sentences",14,772.229690551757,884.618303775787,1745424455486.8,1,563.2,502,1037,10407318,31.800048828125,15.7001953125,NA,"many","a",2,NA,3,"ate","e",3,NA,2,149674,5.87,"fixation"
"9733",39727,39727,14,118,"Single_line_sentences",14,753.583145141602,912.131266593934,1745424455502.8,0.917623752470497,643.2,458.1,1035,10407334,47.800048828125,16,NA,"many","a",2,NA,3,"many",NA,0,NA,3,149674,5.87,"saccade"
"9734",39728,39728,14,118,"Single_line_sentences",14,761.042633056642,886.132164001464,1745424455518.8,1,652.4,446.4,1033,10407350,63.800048828125,16,NA,"many","a",2,NA,3,"many",NA,0,NA,3,149674,5.87,"pso"
"9735",39729,39729,14,118,"Single_line_sentences",14,835.741481781005,883.589301109315,1745424455534.8,1,651.4,452.5,1042,10407366,79.800048828125,16,NA,"many","n",3,NA,3,"many",NA,0,NA,3,149674,5.87,"fixation"
"9736",39730,39730,14,118,"Single_line_sentences",14,830.159568786622,865.24543762207,1745424455567.1,1,655.8,454.4,1059,10407398,112.099853515625,32.2998046875,NA,NA,NA,NA,NA,NA,"many",NA,0,NA,3,NA,NA,"fixation"
"9737",39731,39731,14,118,"Single_line_sentences",14,876.213397979736,876.725721359254,1745424455582.8,1,655.5,457.2,1069,10407414,127.800048828125,15.7001953125,NA,"many","n",3,NA,3,"many",NA,0,NA,3,149674,5.87,"fixation"
"9738",39732,39732,14,118,"Single_line_sentences",14,883.894100189208,870.431456565857,1745424455614.8,1,654.3,451.7,1071,10407446,159.800048828125,32,NA,"many","n",3,NA,3,"many",NA,0,NA,3,149674,5.87,"fixation"
"9739",39733,39733,14,118,"Single_line_sentences",14,811.731147766114,877.778091430663,1745424455630.7,1,653.4,451.2,1075,10407462,175.699951171875,15.89990234375,NA,"many","a",2,NA,3,"many",NA,0,NA,3,149674,5.87,"fixation"
"9740",39734,39734,14,118,"Single_line_sentences",14,831.364746093751,891.419570446015,1745424455646.7,1,655.4,447.2,1081,10407478,191.699951171875,16,NA,"many","n",3,NA,3,"many",NA,0,NA,3,149674,5.87,"fixation"
"9741",39735,39735,14,118,"Single_line_sentences",14,785.830993652345,909.399726390838,1745424455662.9,1,661.8,446.6,1080,10407494,207.89990234375,16.199951171875,NA,"many","a",2,NA,3,"many",NA,0,NA,3,149674,5.87,"fixation"
"9742",39736,39736,14,118,"Single_line_sentences",14,763.966712951659,949.65931892395,1745424455679.3,1,644.1,463,1086,10407510,224.300048828125,16.400146484375,NA,"many","a",2,NA,3,"many",NA,0,NA,3,149674,5.87,"unclear"
"9743",39737,39737,14,118,"Single_line_sentences",14,698.769149780273,1028.0849647522,1745424455710.8,1,NA,NA,0,10407542,255.800048828125,31.5,NA,"many","m",1,NA,3,NA,NA,NA,NA,NA,149674,5.87,"blink"
"9744",39738,39738,14,118,"Single_line_sentences",14,617.89638519287,1013.84568572044,1745424455726.7,0.748782019146519,NA,NA,0,10407558,271.699951171875,15.89990234375,NA,"many",NA,0,NA,3,NA,NA,NA,NA,NA,149674,5.87,"blink"
"9745",39739,39739,14,118,"Single_line_sentences",14,520.443992614747,1198.01015853882,1745424455759.9,0,NA,NA,0,10407591,304.89990234375,33.199951171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blink"
"9746",39740,39740,14,118,"Single_line_sentences",14,485.399322509765,1213.46933841705,1745424455775.1,0,NA,NA,0,10407606,320.099853515625,15.199951171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blink"
"9747",39741,39741,14,118,"Single_line_sentences",14,463.557815551757,1070.58963060379,1745424455806.8,0,137.5,1043.7,391,10407638,351.800048828125,31.7001953125,NA,"ate","t",2,NA,2,"He","H",1,NA,1,3194,4.2,"saccade"
"9748",39742,39742,14,118,"Single_line_sentences",14,416.383781433106,977.454525232315,1745424455822.8,0,154.9,770.1,687,10407654,367.800048828125,16,NA,"ate","a",1,NA,2,"He","H",1,NA,1,3194,4.2,"saccade"
"9749",39743,39743,14,118,"Single_line_sentences",14,425.870246887207,933.778882026672,1745424455838.7,0,222.9,579,930,10407670,383.699951171875,15.89990234375,NA,"ate","a",1,NA,2,"He","e",2,NA,1,3194,4.2,"saccade"
